Timestamp :),Title,"First Author (Last, First) (no middle initials)",Publication Date (YYYY-MM),"Reviewer (your name, First Last i.e. Meghan Cum)","Verifier (name, good or bad)","Meets the sufficient criteria: uses mice or rats, is not a review or protocol paper, tests for social memory/recognition/discrimination",Species,Wild Rodents Used? (like literally caught from the wild),Subject Strain  (i.e. C57BL6J or Sprague-Dawley) if multiple strains were used separate them by a semi colon and if mixed state mixed i.e. 129/SvJ mixed C57BL/6J; 129/SvJ mixed Swiss black,Final Strain,Subject Type,Subject Age,Subject Sex,Subject Housing,"Social Agent: degree of familiarity (if subject is exposed to a social agent ONLY twice, each trial being 5 or less minutes, the degree of familiarity is 5 min or less, NOT the total time exposed to the social agent) ",Was odor used?,Subject Social Rank,Intertrial Interval (ITI) (time between trials),Social Agent Strain ,Social Agent Age (check all that apply),Social Agent Sex,"If female, ovariectiomized?",Social Agent Identity,Social Agent Housing,Social Agent Rank,Social Agent Type,Social Discrimination Tested? i.e. novel and familiar social agents presented at the *same time* to the subject,Additional novel social agent used at all? ,Qualities Shared w/ Subject Mouse (i.e. same age between social agents and subject) [Social Agent],Do you have questions on this paper/should Meghan look this one over? ,"If you answered yes to the previous question, what concerns/questions did you have specifically on this paper? "
3/21/2022 15:59:01,Heterozygous Deletion of α-Neurexin I or α-Neurexin II Results in Behaviors Relevant to Autism and Schizophrenia,"Dachtler, James",2015-12,Meghan Cum,,yes,Mice,no,C57BL/6N mixed 129/Sv,C57BL/6 mix,both,young adult (8-12 weeks),Uses both,group-housed,10 minutes,no odor was used,Does not specify,no ITI,C57BL/6,young adult (8-12 weeks),always male,,adult male,Does not specify,Does not specify,WT (wild type),yes,Yes,Age,"No, I feel confident, and I double-checked all my answers before submitting.",
3/21/2022 16:34:03,The effects of prenatal PCBs on adult social behavior in rats,"Reilly, Michael",2015-07,Meghan Cum,"Naeliz, bad",yes,Rats,no,Sprague-Dawley,Sprague Dawley,WT (wild type),young adult (8-12 weeks),Uses both,group-housed,10 minutes,no odor was used,Does not specify,not specified,Sprague-Dawley,adult (week not specified),"same sex as subject, Uses both",no,"adult male, adult intact female",Does not specify,Does not specify,WT (wild type),yes,Yes,"Age, Sex, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
3/21/2022 22:02:49,Inhibition of Fatty Acid Amide Hydrolase (FAAH) During Adolescence and Exposure to Early Life Stress may Exacerbate Depression-like Behaviors in Male and Female Rats,"Alteba, Shirley",2021-02,Erika Wangia,,yes,Rats,no,Sprague-Dawley,Sprague Dawley,WT (wild type),"juvenile (3-7 weeks or week not specified), young adult (8-12 weeks)",Uses both,group-housed,5 min exposure or less,no odor was used,Does not specify,"over 5 min - less than an hour, not specified",Sprague-Dawley,"juvenile (3-7 weeks or week not specified), young adult (8-12 weeks)","same sex as subject, Uses both",no,"juvenile male. juvenile female, ",group-housed,Does not specify,WT (wild type),yes,Yes,"Age, Sex, Housing History, Type (WT vs transgenic)","Yes, this one was tricky.",I was confused on the age since it seemed like they were testing them at multiple ages
3/21/2022 22:20:41,Pharmacological manipulation of oxytocin receptor signaling during mouse embryonic development results in sex-specific behavioral effects in adulthood,"Aulino, Elizabeth",2021-07,Erika Wangia,,yes,Mice,no,C57BL/6J,C57BL/6,WT (wild type),adult (week not specified),Uses both,"group-housed, singly-housed",5 min exposure or less,no odor was used,Does not specify,over 5 min - less than an hour,C57BL/6J,Does not specify,always female,No,not specified intact female,singly-housed,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"Yes, this one was tricky.","I am confused on the ITI, degree of familiarity, and information about the social agent."
3/22/2022 12:05:10,Fgf9 Y162C Mutation Alters Information Processing and Social Memory in Mice,"Garrett, Lillian",2018-06,Naeliz Lopez,,yes,Mice,no,C57BL/6J,C57BL/6,both,adult (24-40 weeks),Uses both,Does not specify,5 min exposure or less,no odor was used,Does not specify,1-6 hr,129Sv,Does not specify,always female,Yes,ovariectomized female,Does not specify,Does not specify,WT (wild type),yes,Yes,None,"No, I feel confident, and I double-checked all my answers before submitting.",
3/22/2022 14:15:23,Behavioural characteristics of the Prader–Willi syndrome related biallelic Snord116 mouse model,"Zieba, Jerzy",2015-10,Nancy Padilla,,yes,Mice,no,C57BL/6J ,C57BL/6,both,adult (12-24 weeks),Uses both,group-housed,10 minutes,animals always present,Does not specify,not specified,A/J,adult (week not specified),"same sex as subject, Uses both",no,"adult male, adult intact female",Does not specify,Does not specify,WT (wild type),yes,Yes,"Age, Sex","No, I feel confident, and I double-checked all my answers before submitting.",
3/22/2022 14:45:15,"Maternal high-fat diet modifies myelin organization, microglial interactions, and results in social memory and sensorimotor gating deficits in adolescent mouse offspring","Bordeleau, Maude",2021-08,Erika Wangia,,yes,Mice,no,C57BL/6N,C57BL/6,WT (wild type),juvenile (3-7 weeks or week not specified),Uses both,group-housed,10 minutes,animals always present,Does not specify,not specified,C57BL/6N,Does not specify,Does not specify,,does not specify,group-housed,Does not specify,WT (wild type),yes,Yes,"Strain, Housing History, Type (WT vs transgenic)","Yes, this one was tricky.",I am unsure about the information I put for the social agent
3/23/2022 15:37:45,Sex-specific differences in adult cognition and neuroplasticity following repeated combinatory stress and TrkB receptor antagonism in adolescence,"Azogu, Idu",2019-05,Amelia Chambers,"Amelia Chambers, good",yes,Rats,no,Wistar,Wistar,WT (wild type),young adult (8-12 weeks),Uses both,group-housed,10 minutes,animals always present,Does not specify,not specified,Does not specify,Does not specify,Does not specify,,does not specify,Does not specify,Does not specify,WT (wild type),yes,Yes,"Type (WT vs transgenic), None","Yes, this one was tricky.","No information about stranger rat that I could find, is that normal? "
3/24/2022 12:49:33,Neurofilament light interaction with GluN1 modulates neurotransmission and schizophrenia-associated behaviors,"Yuan, Aidong",2018-08,Naeliz Lopez,,yes,Mice,no,C57BL/6J,C57BL/6,WT (wild type),"adult (12-24 weeks), adult (24-40 weeks)",Uses both,singly-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,Does not specify,always female,No,not specified intact female,Does not specify,Does not specify,WT (wild type),no,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
3/24/2022 14:44:45,Genetic loss of diazepam binding inhibitor in mice impairs social interest,"Ujjainwala, A",2018-10,Naeliz Lopez,,yes,Mice,no,C57BL/6BomTac,C57BL/6,both,"adult (12-24 weeks), adult (24-40 weeks)",Uses both,group-housed,5 min exposure or less,only odor was used (no animals present),Does not specify,1-5 minutes,C57BL/6j,Does not specify,always female,Yes,ovariectomized female,group-housed,Does not specify,WT (wild type),yes,Yes,Housing History,"Yes, this one was tricky.",I couldn't find age for the social agent
3/25/2022 12:32:27,Impaired Object Recognition but Normal Social Behavior and Ultrasonic Communication in Cofilin1 Mutant Mice,"Sungur, Özge",2018-02,Naeliz Lopez,"Meghan, bad",yes,Mice,no,C57BL/6N,C57BL/6,"transgenic (Cre or Flp line, KO line)",juvenile (3-7 weeks or week not specified),Uses both,group-housed,10 minutes,animals always present,Does not specify,over 5 min - less than an hour,C57BL/6N,juvenile (3-7 weeks or week not specified),"same sex as subject, Uses both",no,"juvenile male, juvenile female",group-housed,Does not specify,WT (wild type),yes,Yes,"Age, Sex, Strain, Housing History","No, I feel confident, and I double-checked all my answers before submitting.",
3/25/2022 12:33:33,Behavioural effects of cage systems on the G93A Superoxide Dismutase 1 transgenic mouse model for amyotrophic lateral sclerosis,"Guerra, Stefan",2021-04,Erika Wangia,,yes,Mice,no,C57BL/6J,C57BL/6,both,adult (12-24 weeks),Uses both,group-housed,10 minutes,,Does not specify,1-5 minutes,A/JArc,adult (12-24 weeks),"same sex as subject, Uses both",no,"adult male, adult intact female",Does not specify,Does not specify,WT (wild type),yes,Yes,"Age, Sex","No, I feel confident, and I double-checked all my answers before submitting.",
3/25/2022 12:49:27,Maternal Predator Odor Exposure in Mice Programs Adult Offspring Social Behavior and Increases Stress-Induced Behaviors in Semi-Naturalistic and Commonly-Used Laboratory Tasks,"St-Cyr, Sophie",2018-07,Naeliz Lopez,,yes,Mice,no, C57BL/6,C57BL/6,WT (wild type),adult (12-24 weeks),Uses both,group-housed,"cagemate, 15 minutes, 20 minutes",animals always present,Does not specify,"no ITI, over 5 min - less than an hour, over 6 hr - 24 hr",CD-1; C57BL6/J,"juvenile (3-7 weeks or week not specified), young adult (8-12 weeks)","Does not specify, Uses both, same sex as subject",,"adult male, adule intact female, juvenile unspecified juvenile",Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
3/25/2022 14:08:59,Developmental role of adenosine kinase for the expression of sex-dependent neuropsychiatric behavior,"Osborne, D",2018-10,Naeliz Lopez,,yes,Mice,no,C57BL/6 ,C57BL/6,both,young adult (8-12 weeks),Uses both,Does not specify,5 min exposure or less,animals always present,Does not specify,1-6 hr,C57BL/6 ,young adult (8-12 weeks),"same sex as subject, Uses both",No,"adult male, adult intact female",Does not specify,Does not specify,WT (wild type),no,No,"Age, Sex, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
3/25/2022 14:44:57,GRK5 Regulates Social Behavior Via Suppression of mTORC1 Signaling in Medial Prefrontal Cortex,"Niu, Bing",2018-02,Naeliz Lopez,,yes,Mice,no,C57BL/6 ,C57BL/6,both,young adult (8-12 weeks),Uses both,"group-housed, singly-housed for more than a few hours and less than a week","5 min exposure or less, 10 minutes",animals always present,Does not specify,over 5 min - less than an hour,C57BL/6,young adult (8-12 weeks),always female,No,adult intact female,group-housed,Does not specify,WT (wild type),yes,Yes,"Age, Sex, Housing History, Type (WT vs transgenic)","Yes, this one was tricky.","Social agent: Housing, strain. AS well as they did different experiments for the genders, the males had different iti and exposure time to stimulus, so I wanna make sure that is correct"
3/26/2022 19:03:16,"Sex-Specific Behavioral Response to Early Adolescent Stress in the Genetically More Stress-Reactive Wistar Kyoto More Immobile, and Its Nearly Isogenic Wistar Kyoto Less Immobile Control Strain","Kim, Sarah",2021-12,Erika Wangia,,yes,Rats,no,Wistar Kyoto More Immobile(WMI); Wistar Kyoto Less Immobile (WLI),Wistar,WT (wild type),adult (12-24 weeks),Uses both,"group-housed, singly-housed for more than a few hours and less than a week",5 min exposure or less,,Does not specify,over 5 min - less than an hour,Wistar Kyoto Less Immobile (WLI),juvenile (3-7 weeks or week not specified),Does not specify,,juvenile not specified,Does not specify,Does not specify,WT (wild type),yes,Yes,"Strain, Type (WT vs transgenic)","Yes, this one was tricky.",The social agent information wasn't very clear
3/28/2022 12:37:39,Cannabinoids reverse the effects of early stress on neurocognitive performance in adulthood,"Alteba, Shirley",2016-03,Jocelyn Santiago Perez,,yes,Rats,no,Does not specify,Does not specify,WT (wild type),adult (week not specified),Uses both,Does not specify,5 min exposure or less,animals always present,Does not specify,not specified,Does not specify,juvenile (3-7 weeks or week not specified),"same sex as subject, Uses both",no,"juvenile male, juvenile female",Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
3/28/2022 13:39:45,"Object, spatial and social recognition testing in a single test paradigm","Lian, Bin",2018-07,Naeliz Lopez,,yes,Both,no,Sprague-Dawley rats,Sprague Dawley,WT (wild type),Does not specify,Uses both,group-housed,20 minutes,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,Does not specify,Uses both,No,"not specified male, not specified intact female",group-housed,Does not specify,WT (wild type),yes,Yes,"Strain, Housing History, Type (WT vs transgenic)","Yes, this one was tricky.","Couldn't find subject age, sa age"
3/28/2022 14:05:48,Convulsive seizures and SUDEP in a mouse model of SCN8A epileptic encephalopathy,"Wagnon, Jacy",2015-01,Meghan Cum,"Erika Wangia, bad",yes,Mice,no,C57BL/6JXSJL,C57BL/6 mix,both,young adult (8-12 weeks),Uses both,Does not specify,5 min exposure or less,animals always present,Does not specify,not specified,C57BL/6J,young adult (8-12 weeks),"same sex as subject, Uses both",no,"adult male, adult intact female",Does not specify,Does not specify,WT (wild type),yes,Yes,Sex,"No, I feel confident, and I double-checked all my answers before submitting.",
3/28/2022 14:22:09,Chronic Anatabine Treatment Reduces Alzheimer’s Disease (AD)-Like Pathology and Improves Socio-Behavioral Deficits in a Transgenic Mouse Model of AD,"Verma, Meghan",2015-05,Meghan Cum,,yes,Mice,no,Does not specify ,Does not specify,both,old (+40 weeks),Uses both,singly-housed,10 minutes,animals always present,Does not specify,not specified,Does not specify ,Does not specify,Does not specify,,does not specify,Does not specify,Does not specify,WT (wild type),yes,Yes,None,"No, I feel confident, and I double-checked all my answers before submitting.",
3/28/2022 14:31:59,Effects of maternal chlorpyrifos diet on social investigation and brain neuroendocrine markers in the offspring – a mouse study,"Venerosi, Aldina",2015-04,Meghan Cum,,yes,Mice,no,CD-1,CD-1,WT (wild type),young adult (8-12 weeks),Uses both,"singly-housed for more than a few hours and less than a week, Does not specify",5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,CD-1,adult (12-24 weeks),"same sex as subject, Uses both",no,"adult male, adult intact female","group-housed, Does not specify",Does not specify,WT (wild type),no,Yes,"Age, Sex, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
3/29/2022 9:42:39,Sexual divergence in microtubule function: The novel intranasal microtubule targeting SKIP normalizes axonal transport and enhances memory,"Amram, N",2016-01,Jocelyn Santiago Perez,,yes,Mice,no,C57BL mixed 129/SvJ,C57BL/6 mix,both,adult (24-40 weeks),Uses both,Does not specify,5 min exposure or less,only odor was used (no animals present),Does not specify,1-6 hr,Does not specify,Does not specify,"same sex as subject, Uses both",no,"not specified intact female, not specified male",Does not specify,Does not specify,both,yes,Yes,"Sex, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
3/29/2022 11:36:48,Newborn mice form lasting CA2-dependent memories of their mothers,"Laham, Blake",2021-01,Erika Wangia,,yes,Mice,no,C57BL/6J,C57BL/6,WT (wild type),"infant (0-21 days), juvenile (3-7 weeks), young adult (8-12 weeks), adult (12-24 weeks)",Uses both,group-housed,parent (mother),animals always present,Does not specify,no ITI,C57BL/6J,adult (week not specified),always female,No,adult intact female,group-housed,Does not specify,WT (wild type),yes,Yes,"Strain, Housing History, Type (WT vs transgenic)","Yes, this one was tricky.",I am unsure about the age of the social agent and the information concerning the social discrimination test given in the paper.
3/29/2022 12:30:57,"Comparison of memory, affective behavior, and neuropathology in APPNLGF knock-in mice to 5xFAD and APP/PS1 mice","Locci, Andrea",2021-04,Erika Wangia,"Meghan, bad",yes,Mice,no,C57BL/6,C57BL/6,both,old (+40 weeks),Uses both,group-housed,10 minutes,animals always present,Does not specify,over 6 hr - 24 hr,C57BL/6,old (+40 weeks),"same sex as subject, Uses both",no,"adult male, adult intact female",Does not specify,Does not specify,WT (wild type),yes,Yes,"Age, Sex, Strain, Housing History","Yes, this one was tricky.",I am unclear on whether 24 hrs is the ITI since they don't explicilty say that.
